년도,구,나이,지체,청각,시각,뇌병변,지적,정신,신장,자폐성,언어,장루.요루,호흡기,간,뇌전증,심장,안면,
2019,종로구,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2019,종로구,3,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,
2019,종로구,4,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,
2019,종로구,5,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,
2019,종로구,6,0,2,0,1,3,0,0,2,0,0,0,0,0,0,0,
2019,종로구,7,0,0,1,1,3,0,0,3,1,0,0,0,0,0,0,
2019,종로구,8,0,1,1,1,2,0,0,3,0,0,0,0,0,0,0,
2019,종로구,9,0,2,1,2,7,0,0,3,0,0,0,0,0,0,0,
2019,종로구,10,1,0,0,1,2,0,0,4,0,0,0,0,0,0,0,
2019,종로구,11,0,1,3,1,8,0,0,6,0,0,0,0,0,0,0,
2019,종로구,12,0,0,0,5,5,0,0,5,0,0,0,0,0,0,0,
2019,종로구,13,1,3,0,5,5,0,0,4,0,0,0,0,0,1,0,
2019,종로구,14,0,3,1,1,7,0,0,2,0,0,0,0,0,0,0,
2019,종로구,15,0,2,3,1,4,0,0,6,0,0,0,0,0,0,0,
2019,종로구,16,0,1,4,0,8,0,0,1,0,0,0,0,0,0,0,
2019,종로구,17,1,1,8,2,11,0,0,2,1,0,0,0,0,0,0,
2019,종로구,18,1,1,1,3,7,0,0,6,0,0,0,0,0,0,0,
2019,종로구,19,1,2,4,1,9,0,0,10,0,0,0,0,0,0,0,
2019,종로구,20,0,0,4,2,5,0,0,4,0,0,0,1,0,0,0,
2019,종로구,21,2,3,1,3,14,0,0,5,1,0,0,0,0,0,0,
2019,종로구,22,3,1,1,3,12,0,0,3,0,0,0,0,0,0,0,
2019,종로구,23,2,2,3,5,14,0,0,1,0,0,0,0,0,0,0,
2019,종로구,24,1,2,3,2,7,0,0,6,0,0,0,1,1,0,1,
2019,종로구,25,5,3,3,1,13,0,0,3,0,0,0,0,0,0,0,
2019,종로구,26,4,1,5,1,8,1,1,2,0,0,0,0,0,0,0,
2019,종로구,27,7,6,7,3,6,1,0,4,0,0,0,0,0,0,0,
2019,종로구,28,2,2,7,1,7,0,0,6,0,0,0,0,0,0,0,
2019,종로구,29,5,2,6,3,9,3,0,3,0,0,0,0,0,0,0,
2019,종로구,30,4,2,0,1,10,2,1,4,0,0,0,0,0,0,0,
2019,종로구,31,5,2,8,2,10,2,1,3,0,0,0,0,0,1,0,
2019,종로구,32,3,2,3,1,8,1,0,2,1,0,0,0,1,0,0,
2019,종로구,33,9,0,7,3,4,0,1,0,0,0,0,0,0,0,0,
2019,종로구,34,6,3,4,2,8,3,0,0,0,0,0,0,0,0,0,
2019,종로구,35,11,1,3,3,5,2,1,1,0,0,1,0,1,0,0,
2019,종로구,36,11,1,3,1,8,2,1,1,0,0,0,0,1,0,0,
2019,종로구,37,10,2,5,3,12,3,4,0,0,0,0,0,0,0,0,
2019,종로구,38,20,3,6,2,6,2,2,0,0,0,0,0,1,0,0,
2019,종로구,39,5,2,8,4,3,3,2,0,0,0,0,0,0,0,0,
2019,종로구,40,10,4,4,3,3,6,1,1,0,0,0,0,1,0,0,
2019,종로구,41,10,1,5,1,2,1,0,0,0,0,0,1,0,0,0,
2019,종로구,42,13,2,2,4,5,8,2,1,0,0,0,0,0,0,0,
2019,종로구,43,23,8,7,2,7,2,2,0,0,0,1,0,0,0,0,
2019,종로구,44,24,1,7,1,6,4,6,0,0,0,0,0,1,0,0,
2019,종로구,45,18,4,5,3,2,10,5,0,2,0,0,0,1,0,0,
2019,종로구,46,27,4,3,5,7,9,1,0,0,0,0,0,0,0,0,
2019,종로구,47,26,1,9,5,6,5,8,0,2,0,0,0,1,0,0,
2019,종로구,48,28,1,13,6,4,6,5,0,1,0,0,1,0,0,0,
2019,종로구,49,41,6,13,5,8,9,2,0,1,1,1,0,1,0,0,
2019,종로구,50,39,3,6,4,7,11,2,1,2,0,0,0,0,1,0,
2019,종로구,51,44,2,14,4,12,20,7,0,0,0,0,0,0,1,0,
2019,종로구,52,53,7,7,3,2,8,6,0,0,0,1,0,0,0,1,
2019,종로구,53,41,9,6,8,8,5,3,0,0,1,0,1,0,0,0,
2019,종로구,54,44,9,7,6,6,14,4,0,2,0,0,0,1,0,0,
2019,종로구,55,52,7,8,6,8,10,8,0,0,3,0,2,2,1,0,
2019,종로구,56,48,7,10,4,3,13,5,0,4,0,0,1,1,0,0,
2019,종로구,57,59,10,16,13,3,9,8,0,0,0,1,3,1,0,0,
2019,종로구,58,57,7,10,9,6,12,8,0,1,1,1,2,2,0,0,
2019,종로구,59,47,15,18,8,7,9,6,0,0,0,0,3,0,0,1,
2019,종로구,60,78,10,16,12,4,8,3,0,0,1,1,2,0,0,0,
2019,종로구,61,65,20,19,10,4,7,1,0,0,0,1,4,0,0,0,
2019,종로구,62,58,18,13,14,3,10,4,0,1,1,1,4,1,0,1,
2019,종로구,63,61,14,7,12,3,5,7,0,0,0,0,1,0,1,0,
2019,종로구,64,84,26,15,12,4,5,9,0,3,2,1,0,1,0,1,
2019,종로구,65,61,15,16,17,0,5,8,0,2,2,1,1,0,1,0,
2019,종로구,66,58,17,8,11,1,4,8,0,0,0,2,3,0,0,0,
2019,종로구,67,82,13,16,10,0,7,7,0,0,0,1,0,0,0,0,
2019,종로구,68,47,10,19,14,0,2,4,0,4,0,0,1,0,1,0,
2019,종로구,69,61,12,11,9,1,1,6,0,2,1,1,3,0,0,0,
2019,종로구,70,51,16,14,8,4,4,8,0,0,2,1,1,0,0,0,
2019,종로구,71,70,13,17,18,0,2,9,0,0,0,1,2,0,0,0,
2019,종로구,72,75,27,19,18,2,5,6,0,0,0,0,0,0,0,0,
2019,종로구,73,66,19,24,11,1,0,3,0,0,1,3,2,0,0,0,
2019,종로구,74,68,23,13,12,0,3,4,0,0,1,0,2,0,1,1,
2019,종로구,75,76,22,20,9,0,2,9,0,0,0,1,1,1,1,0,
2019,종로구,76,77,28,15,22,1,1,6,0,0,0,0,2,0,0,0,
2019,종로구,77,112,36,26,28,0,1,2,0,1,3,1,0,0,0,0,
2019,종로구,78,81,36,14,21,0,1,7,0,3,2,0,0,0,0,0,
2019,종로구,79,56,40,16,12,0,0,8,0,0,2,0,0,0,0,0,
2019,종로구,80,66,33,22,18,1,1,4,0,1,0,0,0,0,1,0,
2019,종로구,81,65,28,19,16,0,0,1,0,1,0,0,0,0,0,0,
2019,종로구,82,58,30,13,15,0,1,1,0,0,1,0,0,0,0,0,
2019,종로구,83,48,27,7,10,0,0,4,0,1,0,0,0,0,0,0,
2019,종로구,84,54,28,9,9,0,0,6,0,1,2,0,0,0,0,0,
2019,종로구,85,39,23,8,8,0,0,3,0,1,1,1,0,0,0,0,
2019,종로구,86,22,25,4,12,0,0,0,0,1,0,0,0,0,0,0,
2019,종로구,87,20,21,5,6,0,0,3,0,0,2,0,0,0,0,0,
2019,종로구,88,24,21,4,3,0,0,2,0,0,2,0,0,0,0,0,
2019,종로구,89,12,18,7,3,0,0,2,0,0,1,0,0,0,0,0,
2019,종로구,90,14,14,5,7,0,0,0,0,0,0,0,0,0,0,0,
2019,종로구,91,6,10,2,4,0,0,0,0,0,0,0,0,0,0,0,
2019,종로구,92,4,11,4,1,0,0,1,0,0,0,0,0,0,0,0,
2019,종로구,93,6,11,1,4,0,0,0,0,0,0,0,0,0,0,0,
2019,종로구,94,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,종로구,95,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,
2019,종로구,96,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,
2019,종로구,97,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,
2019,종로구,98,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,
2019,종로구,99,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
2019,종로구,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,종로구,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,종로구,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,중구,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2019,중구,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
2019,중구,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,
2019,중구,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,
2019,중구,5,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,
2019,중구,6,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,
2019,중구,7,0,0,0,1,3,0,0,4,2,0,0,0,0,0,0,
2019,중구,8,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,
2019,중구,9,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,
2019,중구,10,0,0,0,2,1,0,0,4,0,0,0,0,0,1,0,
2019,중구,11,2,0,1,0,3,0,0,0,1,0,0,0,0,0,0,
2019,중구,12,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,
2019,중구,13,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,
2019,중구,14,1,0,1,1,4,0,0,1,0,0,0,0,0,0,0,
2019,중구,15,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,
2019,중구,16,0,1,1,0,3,0,0,2,0,0,0,0,0,0,0,
2019,중구,17,0,1,1,1,4,0,0,3,0,0,0,0,0,0,0,
2019,중구,18,1,1,0,2,6,0,0,2,0,0,0,0,0,0,0,
2019,중구,19,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,
2019,중구,20,1,0,0,0,4,0,0,5,0,0,0,0,0,0,0,
2019,중구,21,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,
2019,중구,22,4,1,1,2,11,0,0,3,0,0,0,0,0,0,0,
2019,중구,23,3,3,0,1,9,1,0,3,0,0,0,0,0,0,0,
2019,중구,24,3,1,2,1,12,2,0,4,0,0,0,0,0,0,0,
2019,중구,25,4,0,0,0,14,1,1,4,0,0,0,0,0,0,0,
2019,중구,26,6,1,2,1,7,1,0,2,0,0,0,0,0,0,0,
2019,중구,27,3,1,3,2,10,2,0,4,0,0,0,0,0,0,0,
2019,중구,28,5,5,2,0,6,1,1,2,0,1,0,0,0,0,0,
2019,중구,29,3,0,2,2,4,1,2,2,1,0,0,0,1,0,0,
2019,중구,30,7,1,1,1,11,4,1,1,0,0,0,0,0,0,0,
2019,중구,31,4,0,9,1,8,0,0,1,0,0,0,0,0,0,0,
2019,중구,32,7,0,6,0,4,0,2,1,0,0,0,0,0,0,0,
2019,중구,33,6,1,4,1,7,3,1,0,0,0,0,0,0,0,0,
2019,중구,34,14,0,3,0,1,0,2,0,0,0,0,0,0,0,1,
2019,중구,35,12,0,1,3,4,4,1,1,0,0,0,0,0,0,0,
2019,중구,36,13,3,6,2,10,4,0,0,0,0,0,0,0,0,0,
2019,중구,37,7,1,5,2,3,2,2,0,0,0,0,0,0,0,0,
2019,중구,38,15,2,8,2,9,1,2,0,0,0,0,1,0,0,0,
2019,중구,39,18,1,3,2,7,5,1,0,0,0,0,0,0,0,0,
2019,중구,40,12,3,6,2,6,2,1,1,0,0,0,0,0,1,0,
2019,중구,41,21,2,6,4,5,3,0,1,0,1,0,1,0,0,0,
2019,중구,42,12,0,5,1,4,5,2,0,0,0,0,1,0,0,0,
2019,중구,43,18,1,3,6,4,8,0,0,0,0,0,0,0,0,0,
2019,중구,44,22,2,6,1,4,4,4,0,1,0,0,1,0,0,0,
2019,중구,45,28,1,3,6,6,3,1,0,0,0,0,0,0,0,0,
2019,중구,46,14,3,7,2,6,6,0,0,0,0,0,0,1,0,1,
2019,중구,47,31,3,5,2,4,8,3,0,1,0,0,0,2,0,0,
2019,중구,48,24,4,10,5,4,3,5,0,0,0,1,0,0,0,0,
2019,중구,49,22,7,16,5,5,7,4,0,0,0,1,0,0,0,0,
2019,중구,50,34,6,13,1,7,7,5,0,1,0,0,1,1,0,0,
2019,중구,51,36,4,12,3,4,7,2,0,0,0,0,1,2,0,0,
2019,중구,52,51,6,9,11,3,3,3,0,0,1,0,1,0,0,0,
2019,중구,53,37,8,7,7,5,3,4,0,0,1,1,1,1,1,0,
2019,중구,54,44,4,5,5,4,3,5,0,0,0,0,0,1,0,1,
2019,중구,55,42,3,12,6,2,7,5,0,0,0,0,1,2,0,0,
2019,중구,56,52,4,9,10,5,11,8,0,0,0,0,1,3,0,0,
2019,중구,57,60,13,20,8,3,12,2,0,1,0,1,0,2,0,0,
2019,중구,58,60,22,12,7,2,5,7,0,0,1,2,1,1,0,0,
2019,중구,59,75,17,19,12,9,11,8,0,2,1,1,1,0,1,0,
2019,중구,60,63,12,24,8,3,11,11,0,2,0,2,2,1,1,0,
2019,중구,61,60,14,16,4,3,7,8,0,1,2,2,1,0,0,0,
2019,중구,62,73,17,16,12,1,5,11,0,0,2,0,3,0,1,0,
2019,중구,63,71,25,13,18,4,6,7,0,3,1,2,0,0,0,0,
2019,중구,64,87,11,21,17,2,8,7,0,1,1,1,2,1,0,0,
2019,중구,65,66,12,23,19,2,8,9,0,1,2,1,1,0,0,1,
2019,중구,66,52,12,17,11,0,5,7,0,1,0,2,1,1,0,0,
2019,중구,67,62,12,16,15,1,3,7,0,1,2,2,2,0,0,0,
2019,중구,68,61,13,20,13,0,3,2,0,1,0,0,1,0,0,0,
2019,중구,69,70,12,18,18,2,4,6,0,1,1,0,1,0,0,0,
2019,중구,70,59,19,20,19,2,2,4,0,2,2,1,0,0,0,0,
2019,중구,71,80,19,14,11,0,1,4,0,0,2,0,1,0,0,0,
2019,중구,72,78,25,23,20,0,0,2,0,0,0,0,1,0,1,0,
2019,중구,73,73,15,15,17,0,1,7,0,3,2,1,2,0,0,1,
2019,중구,74,63,27,15,19,1,1,6,0,0,0,0,1,0,2,0,
2019,중구,75,73,20,28,14,0,0,5,0,0,0,1,0,0,0,0,
2019,중구,76,62,19,17,14,1,1,5,0,0,0,0,0,0,0,0,
2019,중구,77,101,43,29,18,0,0,2,0,0,2,1,0,0,0,0,
2019,중구,78,72,26,15,23,0,1,4,0,1,2,1,0,0,0,0,
2019,중구,79,45,23,17,23,0,0,4,0,0,1,0,1,0,1,0,
2019,중구,80,48,22,16,14,1,0,3,0,1,1,1,1,1,0,0,
2019,중구,81,53,30,14,15,0,0,4,0,0,1,2,0,0,0,0,
2019,중구,82,52,22,8,14,0,1,4,0,0,0,0,0,0,0,0,
2019,중구,83,39,30,10,10,0,1,6,0,0,1,0,0,0,1,0,
2019,중구,84,49,23,11,9,0,0,2,0,0,0,0,0,0,0,0,
2019,중구,85,29,26,8,15,0,0,1,0,0,0,0,1,0,1,0,
2019,중구,86,29,24,6,11,0,0,1,0,0,2,0,0,0,0,0,
2019,중구,87,20,31,12,3,0,0,0,0,0,0,0,0,0,0,0,
2019,중구,88,17,9,5,6,0,1,0,0,0,1,0,0,0,1,0,
2019,중구,89,15,6,2,2,0,0,1,0,0,0,0,0,0,0,0,
2019,중구,90,17,12,3,5,0,0,0,0,0,2,0,0,0,0,0,
2019,중구,91,10,15,3,0,0,0,0,0,0,0,0,0,0,0,0,
2019,중구,92,10,14,6,3,0,0,0,0,0,0,0,0,0,0,0,
2019,중구,93,7,3,1,2,0,0,1,0,0,0,0,0,0,0,0,
2019,중구,94,1,6,2,0,0,0,0,0,0,0,0,0,1,0,0,
2019,중구,95,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,
2019,중구,96,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,중구,97,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,중구,98,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,중구,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,중구,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,중구,101,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,중구,104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2019,용산구,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,
2019,용산구,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,
2019,용산구,3,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,
2019,용산구,4,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,
2019,용산구,5,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,
2019,용산구,6,0,0,0,3,2,0,0,8,2,0,0,0,0,0,0,
2019,용산구,7,0,0,1,1,14,0,1,5,1,0,0,0,0,0,0,
2019,용산구,8,0,0,0,4,6,0,0,2,2,0,0,0,0,0,0,
2019,용산구,9,1,0,0,2,8,0,0,7,0,0,0,0,0,0,0,
2019,용산구,10,0,1,1,2,9,0,0,3,0,0,0,0,1,0,0,
2019,용산구,11,0,0,0,1,6,0,0,5,0,0,0,0,0,0,0,
2019,용산구,12,0,0,0,1,4,0,0,6,0,0,0,0,0,0,0,
2019,용산구,13,0,0,1,1,4,0,0,4,1,0,0,0,0,0,0,
2019,용산구,14,1,1,0,3,6,0,0,2,1,0,0,0,0,0,0,
2019,용산구,15,0,3,0,2,13,0,0,2,0,0,0,0,0,0,0,
2019,용산구,16,0,3,0,5,8,0,0,2,0,0,0,0,0,1,0,
2019,용산구,17,2,1,3,5,8,0,0,3,0,0,0,0,0,0,0,
2019,용산구,18,0,1,0,3,11,0,0,4,0,0,0,0,0,0,0,
2019,용산구,19,0,3,2,3,18,0,0,1,0,0,0,0,0,0,0,
2019,용산구,20,5,2,0,2,18,0,0,7,0,0,0,0,0,0,0,
2019,용산구,21,2,1,0,2,8,0,0,5,0,0,0,0,0,1,0,
2019,용산구,22,3,2,3,0,12,1,0,3,0,0,0,0,0,0,0,
2019,용산구,23,6,2,2,3,19,0,0,6,0,0,0,0,0,0,0,
2019,용산구,24,3,3,1,1,10,1,1,5,0,0,0,0,0,0,0,
2019,용산구,25,7,2,6,3,10,1,1,5,0,0,0,0,0,0,0,
2019,용산구,26,9,1,4,1,11,1,0,1,0,0,0,0,0,0,0,
2019,용산구,27,4,1,4,3,11,2,2,3,0,0,0,0,0,1,0,
2019,용산구,28,7,1,3,4,11,2,2,3,0,0,1,0,0,0,0,
2019,용산구,29,9,2,6,3,9,0,1,3,0,0,0,0,0,0,0,
2019,용산구,30,12,4,6,3,6,0,0,4,0,0,0,0,0,0,0,
2019,용산구,31,12,3,5,5,6,2,1,2,0,0,0,0,0,0,0,
2019,용산구,32,11,3,5,4,12,0,0,0,0,0,0,0,0,1,0,
2019,용산구,33,11,4,10,6,9,3,1,2,0,0,0,0,0,0,0,
2019,용산구,34,12,1,3,2,11,1,1,1,3,0,1,0,0,1,0,
2019,용산구,35,9,2,6,2,9,1,0,0,0,0,0,0,0,0,0,
2019,용산구,36,26,3,3,4,3,2,1,0,0,0,0,1,0,1,0,
2019,용산구,37,18,6,3,4,9,3,1,0,2,0,1,0,1,1,0,
2019,용산구,38,20,2,10,3,9,3,2,0,1,0,0,0,0,0,0,
2019,용산구,39,17,4,10,5,16,4,1,0,2,0,0,0,0,0,1,
2019,용산구,40,26,2,14,4,17,8,2,0,0,0,0,0,0,0,0,
2019,용산구,41,23,1,5,4,11,5,0,0,0,0,0,0,1,0,0,
2019,용산구,42,25,4,5,8,12,6,2,0,0,0,0,1,0,0,0,
2019,용산구,43,24,3,8,4,8,9,6,0,1,0,0,0,2,1,0,
2019,용산구,44,22,3,8,5,14,5,5,0,1,0,0,0,0,0,0,
2019,용산구,45,39,2,7,10,7,7,3,0,0,0,1,0,0,1,0,
2019,용산구,46,36,3,14,6,6,2,9,0,4,0,0,1,0,0,0,
2019,용산구,47,31,4,11,2,9,9,3,0,1,0,1,0,1,0,0,
2019,용산구,48,36,11,11,13,8,14,4,0,2,0,1,5,1,0,0,
2019,용산구,49,44,5,16,10,10,10,5,0,1,0,0,1,2,0,2,
2019,용산구,50,63,5,15,6,8,9,11,0,1,0,1,1,1,0,0,
2019,용산구,51,65,4,13,5,5,17,7,0,0,0,2,1,0,2,0,
2019,용산구,52,51,10,13,5,7,9,10,0,1,1,1,2,1,1,0,
2019,용산구,53,53,6,14,6,9,7,6,0,0,1,0,2,1,0,0,
2019,용산구,54,65,9,16,7,7,12,8,0,1,1,0,3,1,0,0,
2019,용산구,55,59,8,19,9,9,9,7,0,1,0,1,5,0,1,1,
2019,용산구,56,48,12,14,6,6,11,6,0,1,1,3,1,0,0,0,
2019,용산구,57,65,11,27,11,3,11,13,0,1,0,1,3,1,0,0,
2019,용산구,58,88,12,23,12,4,13,7,0,2,1,0,3,1,0,1,
2019,용산구,59,83,13,20,11,7,14,13,0,1,1,0,3,0,0,0,
2019,용산구,60,92,23,22,10,5,7,11,0,2,1,0,2,2,0,0,
2019,용산구,61,86,17,21,16,2,6,9,0,2,2,0,2,0,0,0,
2019,용산구,62,71,22,15,14,1,9,9,0,4,1,1,3,0,0,0,
2019,용산구,63,84,14,29,20,2,6,12,0,1,1,2,4,0,0,0,
2019,용산구,64,90,14,20,25,2,8,9,0,1,1,2,1,0,0,0,
2019,용산구,65,105,16,26,22,2,8,6,0,1,2,2,4,0,0,0,
2019,용산구,66,73,14,20,14,0,9,10,0,0,3,2,1,1,0,0,
2019,용산구,67,92,17,21,19,2,10,5,0,1,0,0,4,0,0,0,
2019,용산구,68,72,13,24,14,3,4,4,0,1,3,4,1,0,1,0,
2019,용산구,69,72,28,28,27,0,1,6,0,2,1,1,1,0,0,0,
2019,용산구,70,95,24,28,24,0,1,7,0,0,3,1,1,0,0,0,
2019,용산구,71,104,31,29,13,1,4,8,0,0,4,2,1,0,0,0,
2019,용산구,72,106,33,24,24,4,1,5,0,1,3,3,1,1,0,0,
2019,용산구,73,93,22,24,26,1,0,4,0,1,2,0,1,0,1,0,
2019,용산구,74,80,26,26,13,0,3,10,0,1,1,1,1,0,0,0,
2019,용산구,75,89,31,20,14,0,0,8,0,1,0,1,0,0,1,0,
2019,용산구,76,102,37,22,28,0,2,10,0,2,2,0,1,0,1,0,
2019,용산구,77,119,44,25,24,0,0,8,0,0,4,1,0,0,2,0,
2019,용산구,78,82,49,18,28,1,3,10,0,0,7,3,1,0,0,1,
2019,용산구,79,80,36,17,19,1,0,8,0,0,2,1,1,0,0,0,
2019,용산구,80,82,41,21,27,1,1,7,0,2,4,1,0,0,2,0,
2019,용산구,81,74,49,23,26,0,0,5,0,2,3,0,1,1,0,0,
2019,용산구,82,70,37,15,19,0,0,4,0,1,2,0,0,0,0,0,
2019,용산구,83,63,36,18,14,1,0,4,0,0,1,0,0,0,1,0,
2019,용산구,84,60,43,15,17,0,0,1,0,2,2,0,0,0,0,0,
2019,용산구,85,43,37,11,18,0,0,4,0,0,2,0,0,0,0,0,
2019,용산구,86,47,25,9,8,0,0,4,0,1,1,0,0,0,0,0,
2019,용산구,87,32,32,14,10,0,0,2,0,1,1,1,0,0,0,0,
2019,용산구,88,24,32,9,2,0,0,2,0,0,1,0,0,0,0,0,
2019,용산구,89,25,24,8,2,0,0,1,0,0,1,0,0,0,0,0,
2019,용산구,90,11,18,6,5,0,1,2,0,0,1,0,0,0,0,0,
2019,용산구,91,15,15,3,4,0,0,3,0,0,0,0,0,0,0,0,
2019,용산구,92,15,12,2,2,0,0,0,0,0,0,0,0,0,0,0,
2019,용산구,93,4,8,1,0,0,0,1,0,0,0,0,0,0,0,0,
2019,용산구,94,6,11,1,3,0,0,1,0,0,0,0,0,0,0,0,
2019,용산구,95,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,
2019,용산구,96,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,
2019,용산구,97,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,용산구,98,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,용산구,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2019,용산구,100,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
2019,용산구,101,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,용산구,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,용산구,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2019,용산구,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,성동구,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,성동구,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,
2019,성동구,3,0,3,0,2,1,0,0,1,0,0,0,0,0,0,0,
2019,성동구,4,0,0,0,4,2,0,0,4,1,0,0,0,0,0,0,
2019,성동구,5,2,0,0,7,4,0,0,4,5,0,0,0,0,0,0,
2019,성동구,6,1,1,0,1,9,0,0,9,1,0,0,0,0,0,0,
2019,성동구,7,0,2,1,1,6,0,0,8,0,0,0,0,0,0,1,
2019,성동구,8,0,3,0,4,7,0,0,12,1,0,0,0,0,0,0,
2019,성동구,9,0,0,0,1,12,0,0,5,2,0,0,0,0,0,0,
2019,성동구,10,0,0,0,0,4,0,0,8,0,0,0,0,0,1,0,
2019,성동구,11,1,0,0,1,6,0,0,7,1,0,0,0,1,0,0,
2019,성동구,12,0,2,1,2,11,0,0,6,1,0,0,0,0,0,0,
2019,성동구,13,0,0,1,2,7,0,0,5,0,0,0,2,0,0,0,
2019,성동구,14,0,0,1,2,11,0,0,2,0,0,0,1,0,0,0,
2019,성동구,15,0,0,0,1,10,0,0,3,0,0,0,0,1,0,0,
2019,성동구,16,2,0,0,3,12,0,0,3,0,0,0,0,0,0,0,
2019,성동구,17,2,2,1,1,16,0,0,6,1,0,0,0,0,0,0,
2019,성동구,18,2,2,4,4,15,0,0,8,0,0,0,0,0,1,0,
2019,성동구,19,2,3,2,3,19,1,0,8,2,0,0,0,0,3,0,
2019,성동구,20,5,1,3,3,19,1,0,8,1,0,0,0,0,0,0,
2019,성동구,21,3,2,3,4,25,0,0,6,0,0,0,0,0,1,0,
2019,성동구,22,4,2,0,6,22,0,1,9,0,0,0,0,0,0,0,
2019,성동구,23,8,3,2,6,33,0,1,7,1,0,0,0,0,1,0,
2019,성동구,24,9,5,3,5,20,2,0,10,0,0,0,0,0,0,0,
2019,성동구,25,8,2,2,5,19,2,1,4,0,0,0,0,0,1,0,
2019,성동구,26,9,3,0,3,12,3,2,4,1,0,0,0,0,0,0,
2019,성동구,27,12,3,4,5,13,3,2,5,0,0,0,0,0,0,0,
2019,성동구,28,3,1,5,4,17,3,3,4,1,0,0,0,0,0,0,
2019,성동구,29,9,3,8,2,22,0,0,3,0,0,0,0,0,1,0,
2019,성동구,30,8,4,2,4,15,3,1,1,0,0,0,0,0,0,0,
2019,성동구,31,13,3,5,6,10,5,0,6,0,0,0,0,1,1,0,
2019,성동구,32,18,4,6,2,16,1,2,3,0,0,0,0,0,0,0,
2019,성동구,33,14,2,5,1,9,0,1,1,0,0,0,0,0,0,0,
2019,성동구,34,16,6,8,2,12,3,0,2,1,1,0,0,0,0,0,
2019,성동구,35,21,1,3,1,12,4,3,1,0,0,0,0,1,0,0,
2019,성동구,36,24,4,9,2,7,7,2,0,0,0,0,1,1,0,0,
2019,성동구,37,27,3,5,8,17,5,3,0,1,0,0,0,1,0,0,
2019,성동구,38,41,7,9,5,8,7,4,0,0,0,1,0,0,0,0,
2019,성동구,39,27,3,6,7,10,7,6,0,0,1,1,0,4,0,0,
2019,성동구,40,31,5,5,7,15,6,6,0,0,0,0,0,2,0,0,
2019,성동구,41,25,3,11,3,8,5,1,1,0,0,0,0,0,0,0,
2019,성동구,42,38,6,11,1,11,10,6,0,0,0,0,0,1,1,0,
2019,성동구,43,46,9,13,3,10,5,4,0,1,0,0,0,2,1,0,
